Player,Pos,Squad,Age,MP,Min,Gls,Ast,xG,SoT
Joško Gvardiol,DF,Manchester City,22.0,37,3277,5,0,4.6,12
Emmanuel Gyasi,"DF,FW",Empoli,30.0,37,3217,2,1,3.9,8
Christian Gytkjær,FW,Venezia,34.0,29,754,2,1,2.4,5
Erling Haaland,FW,Manchester City,24.0,31,2736,22,3,22.0,55
Nicolas Haas,MF,Empoli,28.0,10,287,0,0,0.0,0
Janik Haberer,"MF,DF",Union Berlin,30.0,28,1696,0,0,0.7,3
Robin Hack,"FW,MF",Gladbach,25.0,33,2172,4,7,5.4,24
Saad El Haddad,MF,Venezia,19.0,3,30,0,0,0.0,0
Munir El Haddadi,"FW,MF",Leganés,28.0,25,862,4,0,1.6,9
Amadou Haidara,MF,RB Leipzig,26.0,28,1320,0,1,1.4,1
Massadio Haïdara,DF,Brest,31.0,22,1678,0,0,0.3,1
Antoine Hainaut,"DF,FW",Parma,22.0,25,1206,2,0,0.8,3
Mohamed Haj,MF,Parma,19.0,15,453,1,2,0.6,3
Achraf Hakimi,DF,Paris S-G,25.0,25,2066,4,6,2.9,12
Lewis Hall,DF,Newcastle Utd,19.0,27,2189,0,4,0.4,1
Sébastien Haller,FW,Leganés,30.0,8,404,0,0,0.4,1
Ali Al Hamadi,FW,Ipswich Town,22.0,11,134,0,0,0.4,0
Andreas Hanche-Olsen,DF,Mainz 05,27.0,22,1284,1,1,0.8,2
Florent Hanin,DF,Angers,34.0,33,2672,1,2,0.9,1
Ridgeciano Haps,DF,Venezia,31.0,25,1369,1,1,1.2,3
Amine Harit,MF,Marseille,27.0,13,519,2,4,0.8,5
Marcus Harness,MF,Ipswich Town,28.0,2,45,0,0,0.0,0
Phil Harres,FW,Holstein Kiel,22.0,26,1544,8,1,5.9,17
Jack Harrison,FW,Everton,27.0,34,2076,1,0,3.5,7
Abdou Harroui,"MF,FW",Hellas Verona,26.0,10,463,1,2,2.2,4
Taylor Harwood-Bellis,DF,Southampton,22.0,34,2825,1,0,1.8,8
Hans Hateboer,DF,Rennes,30.0,26,1684,0,0,0.4,0
Kjetil Haug,GK,Toulouse,26.0,6,498,0,0,0.0,0
Kai Havertz,"FW,MF",Arsenal,25.0,23,1875,9,3,9.5,21
Ayden Heaven,DF,Manchester Utd,17.0,4,170,0,0,0.1,0
Jan Paul van Hecke,DF,Brighton,24.0,34,2958,1,1,1.3,5
Hwang Hee-chan,"MF,FW",Wolves,28.0,21,661,2,0,0.8,3
Dean Henderson,GK,Crystal Palace,27.0,38,3420,0,0,0.0,0
Liam Henderson,MF,Empoli,28.0,36,2337,0,4,0.7,3
Ramon Hendriks,DF,Stuttgart,23.0,25,1154,0,1,0.6,1
Paul Hennrich,MF,Hoffenheim,19.0,1,12,0,0,0.0,0
Benjamin Henrichs,DF,RB Leipzig,27.0,15,935,0,2,0.5,1
Henrique,DF,Valladolid,30.0,5,352,0,0,0.0,0
Luis Henrique,"DF,FW",Marseille,22.0,33,2613,7,7,4.2,14
Rico Henry,DF,Brentford,27.0,5,99,0,0,0.0,0
Mads Hermansen,GK,Leicester City,24.0,27,2385,0,0,0.0,0
Mario Hermoso,DF,Roma,29.0,8,251,0,0,0.1,0
Mario Hermoso,DF,Leverkusen,29.0,4,293,0,0,0.4,0
Javi Hernández,DF,Leganés,26.0,31,2389,2,1,0.8,6
Aridane Hernández,DF,Rayo Vallecano,35.0,14,1025,0,0,0.9,2
Lucas Hernández,DF,Paris S-G,28.0,16,877,0,0,0.0,0
Theo Hernández,DF,Milan,26.0,33,2696,4,3,2.7,14
Hernani,MF,Parma,30.0,25,1327,3,3,2.8,3
Jorge Herrando,DF,Osasuna,23.0,18,1366,1,0,1.2,3
Ander Herrera,MF,Athletic Club,34.0,8,273,0,0,1.7,3
Sergio Herrera,GK,Osasuna,31.0,37,3330,0,0,0.0,0
Yangel Herrera,MF,Girona,26.0,29,2257,4,3,3.6,14
Juan Herzog,DF,Las Palmas,21.0,19,1315,0,0,0.9,2
Son Heung-min,FW,Tottenham,32.0,30,2110,7,9,7.2,24
Isak Hien,DF,Atalanta,25.0,30,2327,0,0,1.0,2
Omar El Hilali,DF,Espanyol,20.0,36,3153,0,2,0.0,0
James Hill,DF,Bournemouth,22.0,10,448,0,1,0.3,0
Piero Hincapié,DF,Leverkusen,22.0,32,2670,2,2,2.9,3
Roger Hinojo,DF,Espanyol,19.0,1,9,0,0,0.0,0
Jack Hinshelwood,"MF,DF",Brighton,19.0,26,1842,5,2,2.7,10
George Hirst,FW,Ipswich Town,25.0,26,661,3,1,2.1,7
Adam Hložek,"FW,MF",Hoffenheim,22.0,27,1871,8,4,5.6,24
Ki-Jana Hoever,DF,Auxerre,22.0,30,2124,1,2,0.5,5
Nicolas Höfler,MF,Freiburg,34.0,20,794,0,0,0.2,0
Jonas Hofmann,"MF,DF",Leverkusen,32.0,11,356,2,1,1.0,5
Philipp Hofmann,FW,Bochum,31.0,32,2277,3,3,5.5,19
Lucas Höler,"FW,MF",Freiburg,30.0,31,1867,6,4,7.7,17
Mason Holgate,"FW,DF",Everton,27.0,1,6,0,0,0.0,0
Benedict Hollerbach,"FW,MF",Union Berlin,23.0,34,2540,9,1,7.0,24
Emil Holm,DF,Bologna,24.0,21,1137,1,1,0.6,3
Lewis Holtby,MF,Holstein Kiel,33.0,25,1238,0,1,0.5,0
Gerrit Holtmann,"DF,FW",Bochum,29.0,23,1136,2,1,2.0,8
Franck Honorat,FW,Gladbach,27.0,19,1439,4,7,4.5,9
Mathias Honsak,"FW,DF",Heidenheim,27.0,22,1181,5,1,3.3,10
Dinko Horkaš,GK,Las Palmas,25.0,13,1085,0,0,0.0,0
Timo Horn,GK,Bochum,31.0,13,1170,0,0,0.0,0
Cédric Hountondji,DF,Angers,30.0,3,270,0,0,0.0,0
Ilyes Housni,"FW,MF",Le Havre,19.0,12,230,0,0,0.2,0
Lukáš Hrádecký,GK,Leverkusen,34.0,29,2610,0,0,0.0,0
Robin Hranáč,DF,Hoffenheim,24.0,4,219,0,0,0.0,0
Callum Hudson-Odoi,"FW,MF",Nott'ham Forest,23.0,31,2194,5,2,2.5,17
Will Hughes,MF,Crystal Palace,29.0,33,2108,0,3,1.1,1
Dean Huijsen,DF,Bournemouth,19.0,32,2427,3,2,1.9,3
Mats Hummels,DF,Roma,35.0,14,915,0,0,0.5,1
Omari Hutchinson,"MF,FW",Ipswich Town,20.0,31,2583,3,2,2.9,18
Elseid Hysaj,DF,Lazio,30.0,11,424,0,3,0.2,0
Hong Hyunseok,MF,Mainz 05,25.0,23,530,0,1,0.5,2
Pierre Højbjerg,MF,Marseille,28.0,30,2664,2,4,3.3,8
Oscar Højlund,MF,Eint Frankfurt,19.0,20,722,1,0,1.0,2
Rasmus Højlund,FW,Manchester Utd,21.0,32,2004,4,0,5.3,13
Pablo Ibáñez,MF,Osasuna,25.0,28,1294,1,1,1.6,5
Hafiz Ibrahim,FW,Reims,18.0,11,391,0,1,0.5,0
Arijon Ibrahimović,MF,Lazio,18.0,1,8,0,0,0.1,0
Arijon Ibrahimović,FW,Bayern Munich,18.0,1,1,0,0,0.0,0
Stanis Idumbo,"FW,MF",Sevilla,19.0,14,284,1,1,0.6,2
Jay Idzes,DF,Venezia,24.0,35,3127,1,0,1.8,3
Iglesias,DF,Getafe,26.0,37,2888,0,1,1.6,3
Borja Iglesias,FW,Celta Vigo,31.0,37,1952,11,3,9.3,28
Igor,DF,Brighton,26.0,13,961,0,0,0.0,0
Kelechi Iheanacho,FW,Sevilla,27.0,9,400,0,0,1.5,2
Jonathan Ikone,FW,Como,26.0,13,540,2,0,1.8,5
Jonathan Ikone,"FW,MF",Fiorentina,26.0,14,334,0,0,0.8,5
George Ilenikhena,FW,Monaco,17.0,23,717,3,2,5.1,9
Andrej Ilic,FW,Union Berlin,24.0,16,937,7,0,4.9,11
Ivan Ilić,MF,Torino,23.0,19,920,1,0,0.9,4
Rareş Ilie,MF,Nice,21.0,2,13,0,0,0.0,0
Samuel Iling-Junior,"FW,MF",Bologna,20.0,7,118,1,0,0.1,1
Danny Ings,"FW,MF",West Ham,32.0,15,284,1,2,2.3,5
Alessio Iovine,"DF,FW",Como,33.0,10,387,0,0,0.0,0
Tim Iroegbunam,MF,Everton,21.0,18,574,0,1,0.2,0
Jackson Irvine,MF,St. Pauli,31.0,29,2610,0,6,3.2,12
Andy Irving,MF,West Ham,24.0,10,166,0,0,0.1,2
Alexander Isak,FW,Newcastle Utd,24.0,34,2756,23,6,20.3,41
Gustav Isaksen,FW,Lazio,23.0,37,2210,4,2,5.2,24
Isco,MF,Betis,32.0,22,1547,9,8,8.6,9
Ismaily,DF,Lille,34.0,16,904,0,1,0.7,4
Ardian Ismajli,DF,Empoli,27.0,29,2508,0,0,0.3,0
Yanis Issoufou,"MF,FW",Montpellier,17.0,4,77,0,0,0.1,0
Ko Itakura,DF,Gladbach,27.0,31,2790,3,0,1.6,7
Hiroki Ito,DF,Bayern Munich,25.0,6,250,1,0,0.4,1
Junya Ito,"FW,MF",Reims,31.0,33,2690,4,3,4.6,11
Diego Iturralde,FW,Sevilla,21.0,1,37,0,0,0.1,0
Marko Ivezić,DF,Holstein Kiel,22.0,23,1657,0,0,0.6,0
Alex Iwobi,"FW,MF",Fulham,28.0,38,2981,9,6,4.7,29
Armando Izzo,DF,Monza,32.0,30,2435,1,1,0.4,2
Fellipe Jack,DF,Como,18.0,7,171,0,0,0.0,0
Nicolas Jackson,FW,Chelsea,23.0,30,2220,10,5,12.3,34
Jérémy Jacquet,DF,Rennes,19.0,11,927,0,1,0.8,3
Lee Jae-sung,MF,Mainz 05,31.0,33,2650,7,6,5.3,15
Ivan Jaime Pajuelo,MF,Valencia,23.0,9,297,0,0,0.6,3
Kristijan Jakić,MF,Augsburg,27.0,31,2306,0,1,0.8,4
Karl Jakob Hein,GK,Valladolid,22.0,31,2790,0,0,0.0,0
Ismail Jakobs,DF,Monaco,24.0,2,180,0,0,0.0,0
Jordan James,MF,Rennes,20.0,23,1178,0,1,0.9,3
Reece James,"DF,MF",Chelsea,24.0,19,1063,1,1,0.4,3
Vitaly Janelt,MF,Brentford,26.0,32,2254,1,3,0.8,4
Adnan Januzaj,"MF,FW",Las Palmas,29.0,18,598,2,1,0.8,5
Luca Jaquez,DF,Stuttgart,21.0,5,253,0,0,0.2,0
Vitezslav Jaros,GK,Liverpool,23.0,1,12,0,0,0.0,0
Ali Jasim,"FW,DF",Como,20.0,2,10,0,0,0.0,0
Mikel Jauregizar,MF,Athletic Club,20.0,34,2244,2,1,1.1,8
Dominik Javorček,"DF,MF",Holstein Kiel,21.0,13,386,0,2,0.0,0
Gaby Jean,DF,Lecce,24.0,19,1388,0,0,0.1,1
Daniel Jebbison,FW,Bournemouth,20.0,16,119,1,0,1.0,2
Finn Jeltsch,DF,Stuttgart,18.0,12,780,0,0,0.1,0
Malcolm Jeng,DF,Reims,19.0,3,107,0,0,0.0,0
Fredrik Jensen,MF,Augsburg,26.0,20,763,0,0,0.7,0
Mathias Jensen,MF,Brentford,28.0,24,862,0,2,0.2,1
Moritz Jenz,DF,Mainz 05,25.0,19,1600,0,0,1.6,4
Gabriel Jesus,FW,Arsenal,27.0,17,608,3,0,3.0,7
Juan Jesus,DF,Napoli,33.0,15,1074,0,1,0.3,0
Alejandro Jiménez,"DF,FW",Milan,19.0,22,1266,0,1,0.8,5
Raúl Jiménez,FW,Fulham,33.0,38,2494,12,3,12.0,30
Kim Jisoo,DF,Brentford,19.0,3,30,0,0,0.0,0
João Pedro,"FW,MF",Brighton,22.0,27,1948,10,6,8.9,15
John Joe,"MF,FW",Getafe,20.0,4,48,0,0,0.1,0
John Joe,MF,Reims,20.0,13,545,0,0,0.2,1
Joelinton,"MF,FW",Newcastle Utd,27.0,29,2393,4,3,3.9,13
Jofre,"MF,FW",Espanyol,23.0,37,2165,3,3,2.5,10
Þórir Jóhann Helgason,MF,Lecce,23.0,21,1156,0,4,1.2,5
Carl Johansson,DF,Holstein Kiel,30.0,10,568,0,0,0.0,1
Ben Johnson,"DF,FW",Ipswich Town,24.0,23,1354,1,2,1.1,3
Brennan Johnson,FW,Tottenham,23.0,33,2177,11,3,10.4,20
Karl-Johan Johnsson,GK,Strasbourg,34.0,3,270,0,0,0.0,0
Sam Johnstone,GK,Wolves,31.0,7,630,0,0,0.0,0
Paul Joly,DF,Auxerre,24.0,26,1009,0,1,0.6,5
Curtis Jones,"MF,DF",Liverpool,23.0,33,1712,3,3,4.3,13
Frenkie de Jong,MF,Barcelona,27.0,26,1143,2,2,0.7,3
Joan Jordán,MF,Alavés,30.0,25,1414,5,2,4.8,4
Jorginho,MF,Arsenal,32.0,15,704,0,0,0.1,0
Jesse Joronen,GK,Venezia,31.0,8,703,0,0,0.0,0
Jota,"FW,MF",Rennes,25.0,9,334,1,0,1.3,2
Diogo Jota,FW,Liverpool,27.0,26,1196,6,3,7.9,13
Antoine Joujou,"MF,FW",Le Havre,21.0,26,943,0,2,0.6,2
Luka Jović,"FW,MF",Milan,26.0,15,557,2,0,2.4,4
Juanmi,"FW,MF",Getafe,31.0,13,696,0,0,2.9,6
Juanmi,"FW,MF",Betis,31.0,11,244,0,0,0.7,1
Juanpe,DF,Girona,33.0,12,727,0,0,0.1,0
Jubal,DF,Auxerre,30.0,30,2640,6,0,5.2,7
Anthony Jung,DF,Werder Bremen,32.0,28,1898,0,0,0.0,0
Luiz Lúcio Reis Júnior,GK,Villarreal,23.0,17,1458,0,0,0.0,0
Hamed Junior Traorè,MF,Auxerre,24.0,26,2093,10,2,7.9,27
Vinicius Júnior,FW,Real Madrid,24.0,30,2253,11,8,10.4,24
Josip Juranović,"DF,MF",Union Berlin,28.0,17,1159,0,1,0.3,2
David Jurásek,DF,Hoffenheim,23.0,14,619,0,1,0.1,2
Stanko Jurić,MF,Valladolid,27.0,26,1729,0,0,0.8,2
James Justin,DF,Leicester City,26.0,36,2912,2,2,1.5,6
Filip Jørgensen,GK,Chelsea,22.0,6,540,0,0,0.0,0
Mohamed Kaba,MF,Lecce,22.0,15,452,0,0,0.3,0
Yusuf Kabadayı,"FW,MF",Augsburg,20.0,5,71,1,0,0.6,1
Almugera Kabar,DF,Dortmund,18.0,5,137,0,0,0.0,0
Christian Kabasele,DF,Udinese,33.0,16,1161,2,0,1.5,4
Issa Kaboré,"DF,FW",Werder Bremen,23.0,9,308,0,0,0.7,0
Yaya Kader Fofana,"MF,FW",Reims,20.0,12,634,1,1,0.6,4
Pavel Kadeřábek,DF,Hoffenheim,32.0,24,1576,2,0,0.8,3
Tino Kadewere,"MF,FW",Nantes,28.0,12,512,1,2,1.7,6
Ferdi Kadioglu,"DF,MF",Brighton,24.0,6,385,1,0,0.4,1
Arnaud Kalimuendo,"FW,MF",Rennes,22.0,33,2578,17,3,14.9,29
Pierre Kalulu,DF,Juventus,24.0,29,2337,1,0,0.7,3
Justin-Noël Kalumba,"FW,MF",Angers,19.0,2,31,0,0,0.0,0
Daichi Kamada,MF,Crystal Palace,27.0,34,1564,0,0,1.1,4
Waren Kamanzi,"DF,MF",Toulouse,23.0,24,1022,1,1,1.3,2
Boubacar Kamara,MF,Aston Villa,24.0,26,1726,1,0,0.8,3
Glen Kamara,MF,Rennes,28.0,13,662,0,1,0.2,0
Hassane Kamara,DF,Udinese,30.0,30,2001,1,4,0.9,3
Noham Kamara,DF,Paris S-G,17.0,2,76,0,0,0.0,0
Willy Kambwala,DF,Villarreal,19.0,19,1117,0,0,0.3,1
Jakub Kamiński,"DF,MF",Wolfsburg,22.0,22,1130,0,2,0.9,3
Kevin Kampl,MF,RB Leipzig,33.0,26,1593,1,0,0.8,2
Nordine Kandil,MF,Strasbourg,22.0,1,10,0,0,0.0,0
Harry Kane,FW,Bayern Munich,31.0,31,2381,26,9,20.3,45
Lee Kang-in,"FW,MF",Paris S-G,23.0,30,1663,6,6,3.5,14
Yann Karamoh,"MF,FW",Torino,26.0,29,1046,0,1,1.2,6
Atakan Karazor,MF,Stuttgart,27.0,32,2618,2,4,2.3,7
Jesper Karlsson,FW,Bologna,26.0,7,298,1,0,0.7,2
Jesper Karlsson,FW,Lecce,26.0,13,495,1,0,1.5,4
Jesper Karlström,MF,Udinese,29.0,37,3186,0,3,0.7,2
Lior Kasa,"MF,FW",Genoa,18.0,8,230,0,0,1.1,2
Grigoris Kastanos,"MF,FW",Hellas Verona,26.0,27,872,1,1,1.0,5
Mikkel Kaufmann,FW,Heidenheim,23.0,9,372,0,0,0.5,3
Joachim Kayi Sanda,DF,Southampton,17.0,2,14,0,0,0.0,0
Michael Kayode,DF,Brentford,20.0,12,528,0,1,0.2,0
Michael Kayode,"DF,FW",Fiorentina,20.0,5,127,0,0,0.1,0
Moise Kean,FW,Fiorentina,24.0,31,2615,17,3,19.4,45
Michael Keane,DF,Everton,31.0,14,1049,3,0,0.6,4
Yassine Kechta,"MF,FW",Le Havre,22.0,31,2096,2,0,2.5,9
Thilo Kehrer,DF,Monaco,27.0,27,2383,4,0,1.5,8
Abdoulaye Keita,"FW,MF",Getafe,21.0,3,95,0,0,0.0,0
Mandela Keita,MF,Parma,22.0,30,1826,0,2,0.1,4
Yannik Keitel,MF,Stuttgart,24.0,11,270,0,0,0.5,2
Andu Kelati,"MF,DF",Holstein Kiel,21.0,8,288,1,1,0.9,3
Caoimhín Kelleher,GK,Liverpool,25.0,10,900,0,0,0.0,0
Thomas Keller,"DF,MF",Heidenheim,24.0,6,148,0,0,0.0,0
Lloyd Kelly,DF,Newcastle Utd,25.0,10,303,0,1,0.4,0
Lloyd Kelly,DF,Juventus,25.0,12,1013,0,0,0.4,1
Aljoscha Kemlein,MF,Union Berlin,19.0,15,922,1,0,0.9,3
Marc-Oliver Kempf,DF,Como,29.0,31,2615,0,0,1.6,4
Kenedy,"MF,FW",Valladolid,28.0,2,9,0,0,0.0,0
Luca Kerber,"MF,DF",Heidenheim,22.0,23,783,2,0,0.6,5
Milos Kerkez,DF,Bournemouth,20.0,38,3336,2,5,0.6,5
Reda Khadra,"MF,FW",Reims,23.0,4,78,0,0,0.0,0
Bilal El Khannouss,"MF,FW",Leicester City,20.0,32,2182,2,3,1.3,7
Wahbi Khazri,"FW,MF",Montpellier,33.0,30,1118,1,1,2.3,6
Rani Khedira,MF,Union Berlin,30.0,32,2723,1,1,1.4,1
Abdukodir Khusanov,DF,Manchester City,20.0,6,503,0,0,0.0,0
Abdukodir Khusanov,DF,Lens,20.0,13,975,0,0,0.2,4
Kialonda,DF,Lecce,26.0,24,2144,0,1,1.1,0
Kiké,FW,Alavés,34.0,35,2542,13,0,9.6,24
Max Kilman,DF,West Ham,27.0,38,3348,0,1,1.6,2
Joshua Kimmich,MF,Bayern Munich,29.0,33,2847,3,7,1.8,10
Presnel Kimpembe,DF,Paris S-G,28.0,2,23,0,0,0.0,0
Joshua King,MF,Fulham,17.0,8,130,0,0,0.3,0
Joshua King,"FW,MF",Toulouse,32.0,28,1673,6,3,6.6,20
Tom King,GK,Wolves,29.0,1,1,0,0,0.0,0
Antonín Kinský,GK,Tottenham,21.0,6,540,0,0,0.0,0
Cédric Kipré,DF,Reims,27.0,28,2190,0,1,0.6,1
Jakub Kiwior,DF,Arsenal,24.0,17,1122,1,0,0.2,1
Tim Kleindienst,FW,Gladbach,28.0,31,2737,16,7,13.6,36
Lukas Klostermann,DF,RB Leipzig,28.0,28,1838,1,0,0.3,2
Justin Kluivert,MF,Bournemouth,25.0,34,2340,12,6,10.3,23
Ansgar Knauff,"MF,DF",Eint Frankfurt,22.0,30,1597,4,5,4.9,9
Magnus Knudsen,MF,Holstein Kiel,23.0,31,1850,0,1,0.7,4
Gregor Kobel,GK,Dortmund,26.0,32,2880,0,0,0.0,0
Robin Koch,DF,Eint Frankfurt,28.0,30,2586,3,0,1.7,6
Hervé Koffi,GK,Lens,27.0,5,450,0,0,0.0,0
Magnus Kofod Andersen,MF,Venezia,25.0,14,695,1,1,0.3,2
Derrick Köhn,"DF,FW",Werder Bremen,25.0,27,1343,2,2,0.7,4
Philipp Köhn,GK,Monaco,26.0,19,1710,0,0,0.0,0
Dominik Kohr,"DF,MF",Mainz 05,30.0,28,2295,2,0,1.6,5
Koka,FW,Le Havre,31.0,16,851,3,1,4.9,8
Koke,MF,Atlético Madrid,32.0,32,1926,1,1,1.1,4
Sead Kolašinac,DF,Atalanta,31.0,23,1903,0,2,0.8,2
Randal Kolo Muani,FW,Juventus,25.0,16,1160,8,1,4.7,13
Randal Kolo Muani,FW,Paris S-G,25.0,10,358,2,1,4.7,6
Marco Komenda,DF,Holstein Kiel,27.0,19,1307,0,0,0.1,0
Mert Kömür,MF,Augsburg,19.0,20,654,2,1,1.1,7
Ibrahima Konaté,DF,Liverpool,25.0,31,2560,1,2,1.7,3
Ismael Konate,"FW,MF",Empoli,18.0,12,116,0,1,0.2,2
Geoffrey Kondogbia,"DF,MF",Marseille,31.0,25,2020,0,0,0.5,1
Abdoul Koné,DF,Reims,19.0,4,133,0,0,0.0,0
Amadou Koné,MF,Reims,19.0,24,1293,0,0,0.5,4
Ismaël Koné,"MF,FW",Marseille,22.0,8,360,0,0,0.3,0
Ismaël Koné,MF,Rennes,22.0,13,469,2,1,0.2,3
Manu Koné,MF,Roma,23.0,34,2572,2,1,3.4,8
Ezri Konsa,DF,Aston Villa,26.0,34,2936,2,0,1.3,5
Teun Koopmeiners,"MF,FW",Juventus,26.0,28,1994,3,3,3.9,10
Kacper Koscierski,DF,Bochum,17.0,1,7,0,0,0.0,0
Odilon Kossounou,DF,Atalanta,23.0,18,1125,0,0,0.5,4
Christian Kouamé,"FW,MF",Fiorentina,26.0,18,622,0,1,1.1,1
Christian Kouamé,"FW,MF",Empoli,26.0,8,507,1,0,2.7,5
Henri Koudossou,DF,Augsburg,24.0,21,748,0,0,0.1,0
Konstantinos Koulierakis,DF,Wolfsburg,20.0,30,2468,0,2,1.0,3
Emmanuel Koum Mbondo,DF,Marseille,18.0,1,12,0,0,0.0,0
Jules Koundé,DF,Barcelona,25.0,32,2605,2,3,1.8,6
Boubakar Kouyaté,DF,Montpellier,27.0,11,756,0,0,0.5,0
Mateo Kovačić,MF,Manchester City,30.0,31,2198,6,2,1.9,12
Viktor Kovalenko,MF,Empoli,28.0,6,77,0,0,0.1,1
Matej Kovar,GK,Leverkusen,24.0,5,450,0,0,0.0,0
Mateusz Kowalski,MF,Parma,19.0,1,56,0,0,0.4,0
Goduine Koyalipou,FW,Lens,24.0,15,885,4,0,4.8,14
Caleb Kporha,DF,Crystal Palace,18.0,2,13,0,0,0.0,0
Emil Krafth,DF,Newcastle Utd,29.0,12,342,0,0,0.0,0
Alex Král,MF,Espanyol,26.0,37,2714,0,1,1.5,2
Andrej Kramarić,"MF,FW",Hoffenheim,33.0,32,2767,11,8,11.8,23
Frans Krätzig,"DF,MF",Heidenheim,21.0,16,1217,1,2,0.6,3
Frans Krätzig,DF,Stuttgart,21.0,1,56,0,0,0.0,0
Tom Krauß,MF,Bochum,23.0,14,1077,0,0,0.4,2
Ladislav Krejčí,DF,Girona,25.0,28,2440,2,0,1.7,5
Rasmus Kristensen,DF,Eint Frankfurt,27.0,30,2513,5,3,2.5,8
Thomas Kristensen,DF,Udinese,22.0,24,1754,1,0,0.9,1
Nikola Krstović,FW,Lecce,24.0,37,3057,11,5,12.1,38
Lukas Kübler,DF,Freiburg,31.0,28,1842,5,1,2.7,10
Takefusa Kubo,"MF,FW",Real Sociedad,23.0,36,2372,5,0,3.6,14
Mohammed Kudus,"FW,MF",West Ham,23.0,32,2590,5,3,6.9,21
Dejan Kulusevski,"MF,FW",Tottenham,24.0,32,2389,7,4,4.2,17
Sael Kumbedi,DF,Lyon,19.0,14,951,0,0,0.3,2
Marash Kumbulla,DF,Espanyol,24.0,35,2972,3,0,1.8,5
Jonah Kusi-Asare,FW,Bayern Munich,17.0,1,3,0,0,0.0,0
Daler Kuzyaev,MF,Le Havre,31.0,12,567,1,0,0.2,3
Khvicha Kvaratskhelia,"FW,MF",Napoli,23.0,17,1178,5,3,4.1,16
Khvicha Kvaratskhelia,FW,Paris S-G,23.0,14,916,4,3,3.3,15
Moritz-Broni Kwarteng,"MF,FW",Bochum,26.0,7,172,0,0,0.2,1
Giorgos Kyriakopoulos,DF,Monza,28.0,34,2845,2,4,0.9,9
Luca de la Torre,MF,Celta Vigo,26.0,1,4,0,0,0.0,0
Rémy Labeau Lascary,"FW,MF",Lens,21.0,14,637,2,1,2.5,5
Gaëtan Laborde,FW,Nice,30.0,28,1829,11,4,11.7,20
Nediljko Labrović,GK,Augsburg,24.0,15,1350,0,0,0.0,0
Alexandre Lacazette,FW,Lyon,33.0,30,2051,15,2,16.3,31
Younes Lachaab,"MF,FW",Lille,19.0,2,9,0,0,0.1,0
Maxence Lacroix,DF,Crystal Palace,24.0,35,3116,1,1,3.4,5
Alban Lafont,GK,Nantes,25.0,12,1080,0,0,0.0,0
Yoel Lago,DF,Celta Vigo,20.0,8,583,0,1,0.0,0
Konrad Laimer,DF,Bayern Munich,27.0,29,1699,2,2,2.1,6
Stefan Lainer,DF,Gladbach,31.0,21,757,1,0,0.3,1
Kenny Lala,DF,Brest,32.0,30,2686,3,2,3.0,4
Adam Lallana,MF,Southampton,36.0,14,361,0,2,0.2,0
Mathis Lambourde,"FW,MF",Hellas Verona,18.0,7,89,1,0,0.2,1
Mohamed Lamine Bayo,FW,Lille,26.0,12,309,2,1,2.2,4
Tariq Lamptey,DF,Brighton,23.0,15,860,2,2,0.4,2
Will Lankshear,"FW,MF",Tottenham,19.0,3,11,0,0,0.0,0
Gianluca Lapadula,"FW,MF",Cagliari,34.0,12,310,0,0,1.4,3
Cyle Larin,FW,Mallorca,29.0,32,1764,7,2,6.9,14
Gautier Larsonneur,GK,Saint-Étienne,27.0,34,3060,0,0,0.0,0
Hugo Larsson,MF,Eint Frankfurt,20.0,33,2393,3,1,3.1,10
Juanmi Latasa,FW,Valladolid,23.0,28,1398,3,0,4.2,13
Toni Lato,DF,Mallorca,26.0,14,621,0,0,0.0,0
Roméo Lavia,MF,Chelsea,20.0,16,797,0,1,0.3,0
Valentino Lazaro,"DF,FW",Torino,28.0,33,2307,0,6,1.0,2
Darko Lazović,"DF,MF",Hellas Verona,33.0,27,1459,2,3,2.5,3
Manuel Lazzari,DF,Lazio,30.0,25,1406,0,1,0.1,2
Julien Le Cardinal,DF,Brest,26.0,16,1378,0,1,0.4,3
Jérémy Le Douaron,FW,Brest,26.0,2,102,0,0,0.2,1
Enzo Le Fée,MF,Roma,24.0,6,318,0,0,0.2,2
Robin Le Normand,DF,Atlético Madrid,27.0,27,2151,1,0,1.5,3
Nicola Leali,GK,Genoa,31.0,29,2610,0,0,0.0,0
Rafael Leão,FW,Milan,25.0,34,2323,8,8,7.6,29
Benjamin Lecomte,GK,Montpellier,33.0,30,2700,0,0,0.0,0
Pierre Lees-Melou,MF,Brest,31.0,20,1526,2,2,1.3,8
Jordan Lefort,DF,Angers,30.0,34,3060,0,1,0.6,1
Diogo Leite,DF,Union Berlin,25.0,30,2546,1,2,1.4,8
Maxim Leitsch,DF,Mainz 05,26.0,14,674,1,0,1.2,1
Florian Lejeune,DF,Rayo Vallecano,33.0,37,3325,2,3,3.6,17
Stefan Lekovic,DF,Monza,20.0,7,367,0,0,0.1,0
Iñigo Lekue,DF,Athletic Club,31.0,16,773,0,0,0.2,0
Nunzio Lella,MF,Venezia,24.0,1,5,0,0,0.0,0
Thomas Lemar,MF,Atlético Madrid,28.0,5,85,0,0,0.3,1
Félix Lemaréchal,"MF,FW",Strasbourg,20.0,27,1779,4,3,3.5,9
Mario Lemina,"MF,DF",Wolves,30.0,17,1364,1,3,1.4,5
Clément Lenglet,DF,Atlético Madrid,29.0,23,1972,2,1,2.4,4
